activo_id,patente,marca,modelo,anio_fabricacion,fecha_alta_flota,tipo_vehiculo,motor_tipo,estado_actual,odometro_km,horometro_h,created_at,updated_at
ACE-0920,PYFW38,Iveco,Trakker,2026,2026-01-07,camion faena,Cursor 13,Activo,13600.0,381.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0921,STLL03,Scania,R440,2026,2026-02-03,camion larga distancia,DC13,Activo,12200.0,679.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0922,MSMY87,Hino,700,2019,2020-07-23,camion carga pesada,E13C,Activo,697300.0,14294.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0923,FLCZ20,International,WorkStar,2022,2022-06-08,camion vocacional,MaxxForce 13,Activo,384100.0,7911.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0924,NDWS13,Isuzu,FVR,2019,2019-11-26,camion distribucion,6HK1,Activo,351200.0,10864.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0925,PRVL47,Kenworth,T880,2021,2023-03-30,camion vocacional pesado,PACCAR MX-13,Activo,138200.0,7923.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0926,PCRZ32,Iveco,Stralis,2019,2020-07-12,camion larga distancia,Cursor 13,Activo,387400.0,11194.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0927,VXHC40,Freightliner,Cascadia,2018,2018-03-19,camion larga distancia,Detroit DD13,Activo,169200.0,9368.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0928,FFNV88,MAN,TGS,2018,2018-01-14,camion vocacional,D20,Activo,349900.0,9850.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0929,JRXJ44,Kenworth,T370,2016,2016-07-21,camion vocacional,PACCAR PX-9,Activo,1089400.0,18357.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0930,TGTC66,Kenworth,T880,2025,2026-02-15,camion vocacional pesado,PACCAR MX-13,Activo,48700.0,863.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0931,HMSG66,Freightliner,M2 112,2016,2016-10-22,camion vocacional,Detroit DD13,Activo,715200.0,25315.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0932,DXCX82,Scania,G410,2025,2026-01-16,camion carga pesada,DC13,Activo,25500.0,976.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0933,KGGH42,Scania,R450,2020,2020-01-31,camion larga distancia,DC13,Activo,291700.0,13923.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0934,YMZY12,Freightliner,Cascadia,2015,2015-12-21,camion larga distancia,Detroit DD13,Activo,404300.0,25005.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0935,DFLH11,Scania,R440,2026,2026-03-22,camion larga distancia,DC13,Activo,35500.0,631.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0936,FNSV81,Freightliner,M2 112,2022,2022-10-12,camion vocacional,Detroit DD13,Activo,124400.0,4061.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0937,KYZS54,Volvo,FM,2016,2017-04-17,camion carga pesada,D13,Activo,1118200.0,22629.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0938,BNVL88,Volvo,FH,2025,2025-05-06,camion larga distancia,D13,Activo,76000.0,1682.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0939,SSZP80,Volvo,FM,2022,2022-08-15,camion carga pesada,D11,Activo,139600.0,8496.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0940,PHJJ94,Volvo,FH,2026,2026-03-15,camion larga distancia,D13,Activo,34700.0,722.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0941,XMHR55,Scania,R440,2017,2018-08-23,camion larga distancia,DC13,Activo,352800.0,10364.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0942,CTVL04,MAN,TGM,2024,2024-04-07,camion distribucion,D08,Activo,236900.0,4764.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0943,MVLD66,Mercedes,Atego,2019,2020-03-10,camion distribucion,OM924,Activo,274900.0,6795.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0944,KSFT88,Volkswagen,Constellation 25.360,2025,2025-01-04,camion carga pesada,MAN D08,Activo,139300.0,2905.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0945,MGSS28,Ford,Cargo 1933,2021,2022-08-06,camion carga pesada,Cummins ISL,Activo,120500.0,8872.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0946,SMFN65,Mercedes,Arocs,2024,2024-05-04,camion construcción,OM470,Activo,136200.0,3680.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0947,DRWL26,Hino,FM,2018,2018-03-15,camion carga pesada,A09C,Activo,1153200.0,25616.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0948,FCNC90,International,LT Series,2026,2026-01-22,camion larga distancia,Cummins X15,Activo,18900.0,595.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0949,RZPT98,International,WorkStar,2024,2024-08-16,camion vocacional,MaxxForce 13,Activo,166300.0,2514.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0950,DTMH10,MAN,TGL,2019,2019-01-05,camion distribucion,D08,Activo,303800.0,9485.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0951,DWFC89,Mercedes,Atego,2022,2022-06-14,camion distribucion,OM924,Activo,521600.0,9024.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0952,MJJF60,Scania,P360,2021,2021-08-02,camion distribucion,DC13,Activo,124800.0,5144.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0953,HBRF22,Mercedes,Axor,2020,2021-08-09,camion carga pesada,OM457,Activo,171700.0,4609.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0954,DDZR77,Hino,GH,2022,2023-12-13,camion distribucion,J08E,Activo,160600.0,5054.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0955,NLLN44,Iveco,Trakker,2015,2015-11-23,camion faena,Cursor 13,Activo,358200.0,10018.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0956,TKKW07,Volkswagen,Constellation 31.280,2017,2017-04-22,camion vocacional,MAN D08,Activo,594200.0,18640.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0957,FMRL66,International,WorkStar,2023,2023-06-28,camion vocacional,MaxxForce 13,Activo,291700.0,4628.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0958,CGSX62,MAN,TGX,2023,2023-09-21,camion larga distancia,D26,Activo,274400.0,4232.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0959,JDMK23,Freightliner,Cascadia,2025,2025-03-02,camion larga distancia,Detroit DD15,Activo,29000.0,1528.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0960,FPRF85,Scania,P360,2025,2025-10-19,camion distribucion,DC13,Activo,52500.0,1011.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0961,SJVY40,Mercedes,Atego,2023,2023-09-21,camion distribucion,OM924,Activo,150500.0,4777.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0962,RNRD38,Freightliner,M2 106,2025,2025-08-05,camion distribucion,Cummins ISL,Activo,109500.0,2039.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0963,MXCY38,Mercedes,Axor,2016,2017-06-30,camion carga pesada,OM457,Activo,211600.0,10016.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0964,ZKSY23,Kenworth,T680,2017,2017-05-20,camion larga distancia,Cummins X15,Activo,470400.0,11587.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0965,GXXG15,Volkswagen,Delivery 13.180,2017,2018-10-09,camion distribucion,Cummins ISF 3.8,Activo,358500.0,11491.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0966,YJYP26,Volvo,FM,2022,2022-03-14,camion carga pesada,D13,Activo,204800.0,15453.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0967,VSYC15,Freightliner,M2 106,2016,2016-05-13,camion distribucion,Cummins ISB,Activo,527000.0,14511.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0968,VGSZ89,Isuzu,FVR,2024,2024-11-24,camion distribucion,6HK1,Activo,213600.0,3985.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0969,WFPP21,Volvo,FMX,2015,2016-05-14,camion construcción,D13,Activo,365100.0,15576.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0970,NYNM90,Scania,S500,2016,2016-06-30,camion larga distancia,DC13,Activo,296700.0,17052.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0971,JJBH36,Iveco,Tector,2022,2022-08-23,camion distribucion,NEF 6,Activo,156500.0,6303.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0972,LSXW72,Volvo,FH,2022,2023-05-01,camion larga distancia,D13,Activo,246300.0,4820.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0973,VNCC41,Scania,R440,2016,2018-11-21,camion larga distancia,DC13,Activo,675200.0,15043.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0974,XJMF27,International,WorkStar,2023,2023-05-31,camion vocacional,MaxxForce 13,Activo,233600.0,7434.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0975,TFJC92,International,WorkStar,2019,2019-06-10,camion vocacional,MaxxForce 13,Activo,460300.0,11587.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0976,CGLS81,MAN,TGL,2023,2023-11-19,camion distribucion,D08,Activo,269100.0,5150.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0977,WSCR19,Hino,500,2020,2020-09-09,camion distribucion,J08E,Activo,688100.0,11601.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0978,XYKB92,Isuzu,FRR,2023,2024-06-10,camion distribucion,4HK1,Activo,161300.0,2671.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0979,HVFX00,Volkswagen,Delivery 9.170,2024,2024-08-15,camion distribucion,Cummins ISF 3.8,Activo,109700.0,3584.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0980,CWGR46,MAN,TGX,2022,2022-06-16,camion larga distancia,D26,Activo,119900.0,4309.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0981,VYBV52,Hino,GH,2021,2021-04-28,camion distribucion,J08E,Activo,105600.0,6718.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0982,PLNB04,Iveco,Stralis,2017,2017-11-15,camion larga distancia,Cursor 13,Activo,263100.0,16413.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0983,GHJN10,Hino,FM,2025,2026-05-11,camion carga pesada,A09C,de baja,7700.0,158.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0984,LDFX91,Iveco,Trakker,2022,2022-07-27,camion faena,Cursor 13,Activo,195300.0,12516.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0985,RMJZ02,Ford,Cargo 1723,2025,2025-10-24,camion carga mediana,Cummins ISB,Activo,46800.0,1493.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0986,RCMX10,Hino,500,2026,2026-01-16,camion distribucion,J08E,Activo,18300.0,442.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0987,KTZF86,Isuzu,FVR,2021,2021-04-19,camion distribucion,6HK1,Activo,588700.0,9262.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0988,NSSN73,Mercedes,Arocs,2023,2023-08-05,camion construcción,OM470,Activo,94300.0,3282.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0989,LRZJ17,Hino,GH,2016,2016-09-04,camion distribucion,J08E,Activo,188300.0,12307.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0990,HDNH06,Mercedes,Arocs,2023,2025-04-18,camion construcción,OM471,Activo,38100.0,970.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0991,NJLP89,Freightliner,M2 106,2018,2019-04-25,camion distribucion,Cummins ISB,Activo,443600.0,15662.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0992,MMGL97,International,LT Series,2016,2018-01-16,camion larga distancia,Navistar A26,Activo,1112100.0,20181.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0993,JKYP96,Volvo,FM,2016,2016-02-08,camion carga pesada,D13,Activo,439700.0,11263.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0994,DNKV70,Volvo,VM,2019,2019-07-08,camion distribucion,D8,Activo,513600.0,8281.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0995,PRZV76,Mercedes,Arocs,2015,2015-01-09,camion construcción,OM471,Activo,1293300.0,26100.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0996,SFPL70,Freightliner,M2 106,2020,2020-02-09,camion distribucion,Cummins ISL,Activo,638000.0,12351.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0997,MJML92,Volvo,FH,2021,2022-07-20,camion larga distancia,D13,Activo,192800.0,6970.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0998,HNKG58,Iveco,Tector,2021,2022-12-14,camion distribucion,NEF 6,Activo,221500.0,5613.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0999,WBWC28,Volvo,FH16,2026,2026-01-13,camion extra pesado,D13,Activo,36400.0,629.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1000,MPLF59,Mercedes,Arocs,2020,2020-10-04,camion construcción,OM470,Activo,206400.0,22196.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1001,MWKC02,Mercedes,Axor,2016,2016-05-02,camion carga pesada,OM457,Activo,171600.0,6187.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1002,PPLN27,MAN,TGL,2020,2021-01-19,camion distribucion,D08,Activo,621800.0,10805.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1003,XGVB76,Ford,Cargo 1723,2018,2018-10-13,camion carga mediana,Cummins ISB,Activo,324900.0,11105.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1004,VNLM07,Volvo,FMX,2023,2024-09-10,camion construcción,D13,Activo,31700.0,1977.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1005,PJJM92,MAN,TGX,2020,2021-07-03,camion larga distancia,D38,Activo,200600.0,7756.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1006,BVWN63,Volvo,VM,2017,2017-09-20,camion distribucion,D8,Activo,615900.0,19485.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1007,CFNB38,Isuzu,NPR,2020,2021-12-03,camion distribucion,4HK1,Activo,198300.0,10645.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1008,HDLY95,Volkswagen,Constellation 31.280,2019,2019-11-10,camion vocacional,MAN D08,Activo,115300.0,4300.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1009,JHZK36,Volvo,FH,2016,2017-02-08,camion larga distancia,D13,Activo,564800.0,16581.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1010,GJWM58,Isuzu,FVR,2025,2025-11-24,camion distribucion,6HK1,Activo,33000.0,1011.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1011,RHJJ04,Volvo,FMX,2022,2023-04-20,camion construcción,D13,Activo,273800.0,5828.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1012,KTKL71,Scania,R450,2023,2023-10-26,camion larga distancia,DC13,Activo,226600.0,4645.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1013,DPPY32,Mercedes,Atego,2020,2021-08-09,camion distribucion,OM924,Activo,116600.0,5483.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1014,MKYB89,Scania,R440,2025,2025-02-25,camion larga distancia,DC13,Activo,24400.0,3394.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1015,FBFZ34,Iveco,Trakker,2024,2024-04-06,camion faena,Cursor 13,Activo,58700.0,2648.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1016,FZTB68,Volvo,FM,2025,2025-07-07,camion carga pesada,D11,Activo,94500.0,1569.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1017,WYLK30,Freightliner,M2 106,2019,2021-07-18,camion distribucion,Cummins ISB,Activo,156000.0,5648.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1018,MRRT14,Volvo,FM,2025,2025-08-23,camion carga pesada,D11,Activo,43100.0,1204.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1019,LVYZ25,Volkswagen,Delivery 13.180,2015,2017-10-05,camion distribucion,Cummins ISF 3.8,Activo,428100.0,24055.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1020,GRFV24,Isuzu,NPR,2018,2020-12-16,camion distribucion,4HK1,Activo,133300.0,16770.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1021,JJZH43,Scania,S500,2018,2019-05-17,camion larga distancia,DC13,Activo,375000.0,10127.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1022,DZYT06,Mercedes,Arocs,2025,2025-06-03,camion construcción,OM470,Activo,40300.0,2756.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1023,ZCDZ21,Ford,Cargo 1933,2026,2026-03-31,camion carga pesada,Cummins ISL,Activo,3000.0,147.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1024,TNFK15,International,LT Series,2022,2022-09-04,camion larga distancia,Cummins X15,Activo,337000.0,7124.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1025,YJKH43,Iveco,Trakker,2022,2022-02-08,camion faena,Cursor 13,Activo,246500.0,7016.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1026,DPMP28,Kenworth,T880,2022,2022-12-31,camion vocacional pesado,PACCAR MX-13,Activo,123100.0,4699.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1027,FMCS65,Freightliner,Cascadia,2017,2017-02-25,camion larga distancia,Detroit DD13,Activo,469800.0,15596.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1028,KNYC91,Kenworth,T880,2025,2025-03-01,camion vocacional pesado,PACCAR MX-13,Activo,96100.0,2037.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1029,DFHN17,Scania,S500,2018,2018-03-07,camion larga distancia,DC13,Activo,917800.0,18402.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1030,STPY11,MAN,TGL,2022,2022-12-22,camion distribucion,D08,Activo,211800.0,5619.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1031,YCXP62,Hino,700,2015,2015-12-25,camion carga pesada,E13C,Activo,399400.0,44238.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1032,BWVL00,Mercedes,Actros,2016,2016-02-02,camion larga distancia,OM457,Activo,686700.0,12867.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1033,PSMB32,Isuzu,FRR,2022,2022-06-18,camion distribucion,4HK1,Activo,401600.0,8436.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1034,WPGN85,Volkswagen,Delivery 9.170,2019,2019-11-13,camion distribucion,Cummins ISF 3.8,Activo,267500.0,15209.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1035,CJXG14,Iveco,S-Way,2018,2018-06-08,camion larga distancia,Cursor 13,Activo,170500.0,10654.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1036,ZYMW10,Isuzu,CYZ,2025,2025-03-22,camion carga pesada,6UZ1,Activo,66800.0,1830.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1037,CYGY76,Iveco,Trakker,2020,2021-05-13,camion faena,Cursor 13,Activo,307300.0,9274.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1038,VJNM81,Mercedes,Actros,2024,2024-11-04,camion larga distancia,OM471,Activo,144500.0,2751.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1039,YFHZ20,International,WorkStar,2021,2022-09-09,camion vocacional,MaxxForce 13,Activo,254900.0,7772.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1040,VPTG19,Mercedes,Atego,2016,2016-02-29,camion distribucion,OM924,Activo,1308200.0,22253.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1041,LBRT36,Volvo,VM,2026,2026-01-07,camion distribucion,D8,Activo,32300.0,515.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1042,WYWR21,Freightliner,M2 106,2022,2022-05-14,camion distribucion,Cummins ISL,Activo,105000.0,6277.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1043,MVBF80,Mercedes,Actros,2020,2021-02-01,camion larga distancia,OM457,Activo,381300.0,13294.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1044,ZJYY12,Mercedes,Arocs,2015,2017-01-06,camion construcción,OM471,Activo,274900.0,12006.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1045,YPVD06,Iveco,S-Way,2020,2022-05-03,camion larga distancia,Cursor 13,Activo,195000.0,7113.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1046,WZML39,Ford,Cargo 1933,2024,2024-01-27,camion carga pesada,Cummins ISL,Activo,66400.0,2675.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1047,TMPW70,Volvo,FMX,2023,2023-05-01,camion construcción,D13,Activo,175200.0,5111.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1048,LYLC03,Isuzu,NPR,2021,2022-09-16,camion distribucion,4HK1,Activo,100500.0,3778.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1049,JKVV70,Hino,GH,2015,2015-03-02,camion distribucion,J08E,Activo,592900.0,17591.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1050,TSVZ04,Volvo,FH,2016,2016-05-05,camion larga distancia,D13,Activo,664100.0,19391.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1051,BCKV57,MAN,TGS,2015,2015-09-19,camion vocacional,D20,Activo,1164900.0,18346.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1052,PKBV42,Volvo,FH16,2021,2021-06-15,camion extra pesado,D13,Activo,401400.0,12878.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1053,GSXP03,Ford,Cargo 1933,2022,2023-12-04,camion carga pesada,Cummins ISL,Activo,68400.0,3401.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1054,FBSN74,Isuzu,FRR,2018,2018-10-22,camion distribucion,4HK1,Activo,1133500.0,20214.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1055,FPXL97,International,LT Series,2020,2020-01-15,camion larga distancia,Navistar A26,Activo,229900.0,6741.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1056,JSZM78,Volvo,VM,2023,2025-11-08,camion distribucion,D8,Activo,17500.0,530.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1057,MBCV10,Hino,700,2023,2023-12-21,camion carga pesada,E13C,Activo,375300.0,7160.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1058,MBCJ84,Freightliner,M2 112,2023,2023-12-07,camion vocacional,Detroit DD13,Activo,129000.0,3657.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-1059,JSCR64,Volvo,VM,2022,2022-07-09,camion distribucion,D8,Activo,117500.0,4757.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
