sku,descripcion,stock_actual,lead_time_dias,criticidad,costo_unitario_clp,cobertura_dias,fecha_calculo,sistema,cantidad_promedio_por_intervencion,n_intervenciones_proximas,stock_requerido,brecha
REP-0678,Flexible de escape para bus,24.0,4,media,66000.0,,2026-06-17 22:24:21.197665,sistema de escape,5.0,0,0.0,24.0
REP-0679,Flexible de escape para camioneta,24.0,4,media,38000.0,,2026-06-17 22:24:22.580615,sistema de escape,4.0,0,0.0,24.0
REP-0680,Flexible de escape para camión liviano,24.0,4,media,54000.0,,2026-06-17 22:24:23.953147,sistema de escape,6.0,0,0.0,24.0
REP-0681,Flexible de escape para camión pesado,24.0,4,media,90000.0,,2026-06-17 22:24:25.335785,sistema de escape,4.0,0,0.0,24.0
REP-0682,Flexible de escape para van,24.0,4,media,40000.0,,2026-06-17 22:24:26.718718,sistema de escape,4.0,0,0.0,24.0
REP-0683,Sensor de oxígeno de cuatro vías para auto liviano,24.0,3,media,63000.0,,2026-06-17 22:24:28.127498,sistema de escape,4.0,0,0.0,24.0
REP-0684,Sensor de oxígeno de cuatro vías para bus,24.0,3,media,140000.0,,2026-06-17 22:24:29.520968,sistema de escape,4.0,0,0.0,24.0
REP-0685,Sensor de oxígeno de cuatro vías para camioneta,24.0,3,media,79000.0,,2026-06-17 22:24:30.876986,sistema de escape,4.0,0,0.0,24.0
REP-0686,Sensor de oxígeno de cuatro vías para camión liviano,24.0,3,media,115000.0,,2026-06-17 22:24:32.252778,sistema de escape,6.0,0,0.0,24.0
REP-0688,Sensor de oxígeno de cuatro vías para van,11.0,3,media,85000.0,,2026-06-17 22:24:33.614949,sistema de escape,4.0,0,0.0,11.0
REP-0689,Sensor de oxígeno de dos vías para auto liviano,11.0,3,media,48000.0,,2026-06-17 22:24:35.015493,sistema de escape,4.0,0,0.0,11.0
REP-0690,Sensor de oxígeno de dos vías para bus,11.0,3,media,105000.0,,2026-06-17 22:24:36.443048,sistema de escape,4.8,0,0.0,11.0
REP-0691,Sensor de oxígeno de dos vías para camioneta,11.0,3,media,60000.0,,2026-06-17 22:24:37.846475,sistema de escape,4.0,0,0.0,11.0
REP-0692,Sensor de oxígeno de dos vías para camión liviano,11.0,3,media,86000.0,,2026-06-17 22:24:39.259125,sistema de escape,4.0,0,0.0,11.0
REP-0693,Sensor de oxígeno de dos vías para camión pesado,11.0,3,media,145000.0,,2026-06-17 22:24:40.642222,sistema de escape,4.0,0,0.0,11.0
REP-0694,Sensor de oxígeno de dos vías para van,11.0,3,media,65000.0,,2026-06-17 22:24:42.045183,sistema de escape,4.666666666666667,0,0.0,11.0
REP-0695,Sensor de oxígeno de tres vías para auto liviano,11.0,3,media,57000.0,,2026-06-17 22:24:43.837797,sistema de escape,5.0,0,0.0,11.0
REP-0696,Sensor de oxígeno de tres vías para bus,11.0,3,media,125000.0,,2026-06-17 22:24:45.190496,sistema de escape,4.0,0,0.0,11.0
REP-0697,Sensor de oxígeno de tres vías para camioneta,11.0,3,media,71000.0,,2026-06-17 22:24:46.561888,sistema de escape,4.0,0,0.0,11.0
REP-0698,Sensor de oxígeno de tres vías para camión liviano,11.0,3,media,105000.0,,2026-06-17 22:24:47.952784,sistema de escape,4.0,0,0.0,11.0
REP-0700,Sensor de oxígeno de tres vías para van,11.0,3,media,77000.0,,2026-06-17 22:24:49.317166,sistema de escape,4.0,0,0.0,11.0
REP-0701,Silenciador trasero para auto liviano,11.0,5,media,85000.0,,2026-06-17 22:24:50.713836,sistema de escape,6.666666666666667,0,0.0,11.0
REP-0702,Silenciador trasero para bus,11.0,5,media,185000.0,,2026-06-17 22:24:52.087418,sistema de escape,4.0,0,0.0,11.0
REP-0703,Silenciador trasero para camioneta,11.0,5,media,105000.0,,2026-06-17 22:24:53.457897,sistema de escape,4.0,0,0.0,11.0
REP-0704,Silenciador trasero para camión liviano,11.0,5,media,155000.0,,2026-06-17 22:24:54.844796,sistema de escape,4.0,0,0.0,11.0
REP-0706,Silenciador trasero para van,11.0,5,media,115000.0,,2026-06-17 22:24:56.234305,sistema de escape,6.666666666666667,0,0.0,11.0
REP-0707,Tubo de escape delantero para auto liviano,11.0,5,media,55000.0,,2026-06-17 22:24:57.623318,sistema de escape,4.0,0,0.0,11.0
REP-0709,Tubo de escape delantero para camioneta,11.0,5,media,69000.0,,2026-06-17 22:24:59.042578,sistema de escape,5.333333333333333,0,0.0,11.0
REP-0710,Tubo de escape delantero para van,11.0,5,media,74000.0,,2026-06-17 22:25:00.420678,sistema de escape,4.0,0,0.0,11.0
REP-0756,Plumilla limpiaparabrisas 14 pulgadas para auto liviano,22.0,2,baja,7500.0,,2026-06-17 22:25:01.785523,carrocería,4.5,0,0.0,22.0
REP-0757,Plumilla limpiaparabrisas 14 pulgadas para bus,22.0,2,baja,16000.0,,2026-06-17 22:25:03.162648,carrocería,6.0,0,0.0,22.0
REP-0758,Plumilla limpiaparabrisas 14 pulgadas para camioneta,22.0,2,baja,9500.0,,2026-06-17 22:25:04.536799,carrocería,4.888888888888889,0,0.0,22.0
REP-0759,Plumilla limpiaparabrisas 14 pulgadas para camión liviano,22.0,2,baja,14000.0,,2026-06-17 22:25:05.930972,carrocería,4.4,0,0.0,22.0
REP-0760,Plumilla limpiaparabrisas 14 pulgadas para camión pesado,22.0,2,baja,22000.0,,2026-06-17 22:25:07.334030,carrocería,4.0,0,0.0,22.0
REP-0761,Plumilla limpiaparabrisas 14 pulgadas para van,22.0,2,baja,10000.0,,2026-06-17 22:25:08.732781,carrocería,5.0,0,0.0,22.0
REP-0762,Plumilla limpiaparabrisas 16 pulgadas para auto liviano,22.0,2,baja,8000.0,,2026-06-17 22:25:10.129936,carrocería,5.0,0,0.0,22.0
REP-0764,Plumilla limpiaparabrisas 16 pulgadas para camioneta,22.0,2,baja,10000.0,,2026-06-17 22:25:13.468468,carrocería,4.571428571428571,0,0.0,22.0
REP-0765,Plumilla limpiaparabrisas 16 pulgadas para camión liviano,22.0,2,baja,14000.0,,2026-06-17 22:25:14.898918,carrocería,5.333333333333333,0,0.0,22.0
REP-0766,Plumilla limpiaparabrisas 16 pulgadas para camión pesado,22.0,2,baja,24000.0,,2026-06-17 22:25:16.299418,carrocería,4.0,0,0.0,22.0
REP-0767,Plumilla limpiaparabrisas 16 pulgadas para van,22.0,2,baja,11000.0,,2026-06-17 22:25:17.709482,carrocería,4.444444444444445,0,0.0,22.0
REP-0768,Plumilla limpiaparabrisas 18 pulgadas para auto liviano,22.0,2,baja,8500.0,,2026-06-17 22:25:19.112491,carrocería,4.333333333333333,0,0.0,22.0
REP-0769,Plumilla limpiaparabrisas 18 pulgadas para bus,22.0,2,baja,19000.0,,2026-06-17 22:25:20.497825,carrocería,4.0,0,0.0,22.0
REP-0770,Plumilla limpiaparabrisas 18 pulgadas para camioneta,22.0,2,baja,11000.0,,2026-06-17 22:25:21.854343,carrocería,5.090909090909091,0,0.0,22.0
REP-0771,Plumilla limpiaparabrisas 18 pulgadas para camión liviano,22.0,2,baja,15000.0,,2026-06-17 22:25:23.196853,carrocería,6.4,0,0.0,22.0
REP-0772,Plumilla limpiaparabrisas 18 pulgadas para camión pesado,22.0,2,baja,26000.0,,2026-06-17 22:25:24.547036,carrocería,4.0,0,0.0,22.0
REP-0773,Plumilla limpiaparabrisas 18 pulgadas para van,22.0,2,baja,11000.0,,2026-06-17 22:25:25.934178,carrocería,4.0,0,0.0,22.0
REP-0774,Plumilla limpiaparabrisas 22 pulgadas para auto liviano,1.0,2,baja,10000.0,,2026-06-17 22:25:27.312457,carrocería,4.0,0,0.0,1.0
REP-0785,Plumilla limpiaparabrisas 26 pulgadas para van,1.0,2,baja,16000.0,,2026-06-17 22:25:28.671693,carrocería,4.5,0,0.0,1.0
REP-0004,Pastilla de freno frontal izquierda,6.0,30,media,45000.0,,2026-06-17 22:25:30.025347,sistema de frenos,8.0,2,16.0,-10.0
REP-0084,Disco de freno delantero para van,3.0,2,alta,46000.0,,2026-06-17 22:25:31.377153,sistema de frenos,9.5,2,19.0,-16.0
REP-0096,Disco de freno trasero para van,24.0,2,alta,44000.0,,2026-06-17 22:25:32.771831,sistema de frenos,8.545454545454545,2,17.09090909090909,6.909090909090909
REP-0893,Aceite de motor 20W-50 mineral para auto liviano,1.0,2,media,23000.0,,2026-06-17 22:25:34.157874,lubricación,11.777777777777779,0,0.0,1.0
REP-0894,Aceite de motor 20W-50 mineral para bus,1.0,2,media,51000.0,,2026-06-17 22:25:35.584757,lubricación,6.857142857142857,0,0.0,1.0
REP-0895,Aceite de motor 20W-50 mineral para camioneta,1.0,2,media,29000.0,,2026-06-17 22:25:36.977955,lubricación,10.545454545454545,0,0.0,1.0
REP-0910,Bomba de aceite para van,3.0,5,alta,81000.0,,2026-06-17 22:25:38.400680,lubricación,5.0,0,0.0,3.0
REP-0911,Cárter de aceite para auto liviano,3.0,5,alta,90000.0,,2026-06-17 22:25:39.811219,lubricación,10.117647058823529,0,0.0,3.0
REP-0913,Cárter de aceite para camioneta,3.0,5,alta,110000.0,,2026-06-17 22:25:41.239210,lubricación,6.8,0,0.0,3.0
REP-0914,Cárter de aceite para van,3.0,5,alta,120000.0,,2026-06-17 22:25:42.635879,lubricación,4.8,0,0.0,3.0
REP-0915,Filtro de aceite para auto liviano,3.0,2,media,6000.0,,2026-06-17 22:25:44.032765,lubricación,7.471698113207547,0,0.0,3.0
REP-0916,Filtro de aceite para bus,3.0,2,media,13000.0,,2026-06-17 22:25:45.458807,lubricación,8.0,0,0.0,3.0
REP-0917,Filtro de aceite para camioneta,3.0,2,media,7500.0,,2026-06-17 22:25:46.863577,lubricación,8.129032258064516,0,0.0,3.0
REP-0918,Filtro de aceite para camión liviano,3.0,2,media,11000.0,,2026-06-17 22:25:48.226908,lubricación,9.212121212121213,0,0.0,3.0
REP-0919,Filtro de aceite para camión pesado,3.0,2,media,18000.0,,2026-06-17 22:25:49.633979,lubricación,9.4,0,0.0,3.0
REP-0920,Filtro de aceite para van,3.0,2,media,8000.0,,2026-06-17 22:25:51.037791,lubricación,8.216216216216216,0,0.0,3.0
REP-0139,Sensor ABS delantero para bus,11.0,3,alta,62000.0,,2026-06-17 22:25:52.399094,sistema de frenos,6.666666666666667,2,13.333333333333334,-2.3333333333333335
REP-0025,Caliper de freno delantero izquierdo para auto liviano,56.0,4,alta,65000.0,,2026-06-17 22:25:53.748029,sistema de frenos,0.0,2,0.0,56.0
REP-0060,Filtro hidráulico,7.0,30,media,65000.0,,2026-06-17 22:25:55.086333,sistema hidráulico,8.148148148148149,0,0.0,7.0
REP-0087,Disco de freno trasero para bus,3.0,2,alta,71000.0,,2026-06-17 22:25:56.441932,sistema de frenos,5.714285714285714,2,11.428571428571429,-8.428571428571429
REP-0030,Caliper de freno delantero izquierdo para camioneta,5.0,4,alta,81000.0,,2026-06-17 22:25:57.845976,sistema de frenos,0.0,2,0.0,5.0
REP-0016,Radiador cobre aluminio,8.0,30,media,95000.0,,2026-06-17 22:25:59.245449,sistema de enfriamiento,6.0,1,6.0,2.0
REP-0035,Caliper de freno delantero izquierdo para van,9.0,4,alta,88000.0,,2026-06-17 22:26:00.605741,sistema de frenos,0.0,2,0.0,9.0
REP-0070,Sello de diferencial,5.0,30,media,85000.0,,2026-06-17 22:26:01.972760,transmisión,15.794871794871796,0,0.0,5.0
REP-0043,Caliper de freno trasero derecho para camión liviano,5.0,4,alta,110000.0,,2026-06-17 22:26:03.320543,sistema de frenos,0.0,2,0.0,5.0
REP-0031,Caliper de freno delantero izquierdo para camión liviano,55.0,4,alta,115000.0,,2026-06-17 22:26:04.702575,sistema de frenos,0.0,2,0.0,55.0
REP-0040,Caliper de freno trasero derecho para bus,9.0,4,alta,135000.0,,2026-06-17 22:26:06.098021,sistema de frenos,0.0,2,0.0,9.0
REP-0026,Disco de freno frontal,5.0,30,media,110000.0,,2026-06-17 22:26:07.859703,sistema de frenos,0.0,2,0.0,5.0
REP-0027,Caliper de freno delantero izquierdo para bus,5.0,4,alta,145000.0,,2026-06-17 22:26:09.235861,sistema de frenos,0.0,2,0.0,5.0
REP-0076,Kit limpieza inyectores motor,5.0,30,media,145000.0,,2026-06-17 22:26:10.615831,motor,17.5,2,35.0,-30.0
REP-0033,Caliper de freno delantero izquierdo para camión pesado,9.0,4,alta,195000.0,,2026-06-17 22:26:12.022845,sistema de frenos,0.0,2,0.0,9.0
REP-0003,Bomba central de freno para bus,9.0,4,alta,105000.0,,2026-06-17 22:26:13.423747,sistema de frenos,4.25,2,8.5,0.5
REP-0005,Bomba central de freno para camioneta,6.0,4,alta,60000.0,,2026-06-17 22:26:14.821199,sistema de frenos,5.076923076923077,2,10.153846153846153,-4.153846153846154
REP-0006,Pastilla de freno frontal derecha,9.0,30,media,45000.0,,2026-06-17 22:26:16.191838,sistema de frenos,10.333333333333334,2,20.666666666666668,-11.666666666666666
REP-0007,Bomba central de freno para camión liviano,9.0,4,alta,86000.0,,2026-06-17 22:26:17.587359,sistema de frenos,4.761904761904762,2,9.523809523809524,-0.5238095238095238
REP-0008,Sello de transmisión,9.0,30,media,120000.0,,2026-06-17 22:26:18.995753,transmisión,11.448275862068966,0,0.0,9.0
REP-0009,Batería 12V 100Ah,6.0,30,media,125000.0,,2026-06-17 22:26:20.338781,sistema eléctrico,4.0,0,0.0,6.0
REP-0010,Bomba central de freno para camión pesado,6.0,4,alta,145000.0,,2026-06-17 22:26:21.736197,sistema de frenos,4.0,2,8.0,-2.0
REP-0012,Bomba central de freno para van,6.0,4,alta,65000.0,,2026-06-17 22:26:23.114158,sistema de frenos,4.5,2,9.0,-3.0
REP-0013,Bujía estándar,6.0,30,media,8000.0,,2026-06-17 22:26:24.464965,motor,4.0,2,8.0,-2.0
REP-0014,Caliper de freno delantero derecho para auto liviano,6.0,4,alta,65000.0,,2026-06-17 22:26:26.266379,sistema de frenos,0.0,2,0.0,6.0
REP-0001,Bomba central de freno para auto liviano,25.0,4,alta,48000.0,,2026-06-17 22:26:27.665482,sistema de frenos,5.0,2,10.0,15.0
REP-0002,Filtro de aire estándar,5.0,30,media,15000.0,,2026-06-17 22:26:29.042242,motor,10.488888888888889,2,20.977777777777778,-15.977777777777778
REP-0022,Caliper de freno delantero derecho para camión pesado,5.0,4,alta,195000.0,,2026-06-17 22:26:30.400654,sistema de frenos,0.0,2,0.0,5.0
REP-0023,Caliper de freno delantero derecho para van,5.0,4,alta,88000.0,,2026-06-17 22:26:31.780322,sistema de frenos,0.0,2,0.0,5.0
REP-0024,Cigüeñal rectificado,8.0,30,media,450000.0,,2026-06-17 22:26:33.148190,motor,0.0,2,0.0,8.0
REP-0036,Termostato 85°C,33.0,30,media,95000.0,,2026-06-17 22:26:34.521603,sistema de enfriamiento,4.0,1,4.0,29.0
REP-0045,Caliper de freno trasero derecho para camión pesado,5.0,4,alta,185000.0,,2026-06-17 22:26:36.248477,sistema de frenos,0.0,2,0.0,5.0
REP-0046,Cilindro maestro de frenos,5.0,30,media,195000.0,,2026-06-17 22:26:37.620258,sistema de frenos,0.0,2,0.0,5.0
REP-0048,Caliper de freno trasero derecho para van,5.0,4,alta,84000.0,,2026-06-17 22:26:38.980813,sistema de frenos,0.0,2,0.0,5.0
REP-0049,Caliper de freno trasero izquierdo para auto liviano,5.0,4,alta,62000.0,,2026-06-17 22:26:40.352165,sistema de frenos,0.0,2,0.0,5.0
REP-0069,Cilindro de rueda trasero para camión pesado,5.0,3,alta,54000.0,,2026-06-17 22:26:41.764326,sistema de frenos,0.0,2,0.0,5.0
REP-0071,Cable eléctrico calibre 6,5.0,30,media,5500.0,,2026-06-17 22:26:43.180488,sistema eléctrico,5.333333333333333,0,0.0,5.0
REP-0072,Cilindro de rueda trasero para van,5.0,3,alta,24000.0,,2026-06-17 22:26:44.556485,sistema de frenos,0.0,2,0.0,5.0
REP-0073,Disco de freno delantero para auto liviano,5.0,2,alta,34000.0,,2026-06-17 22:26:45.943660,sistema de frenos,7.448275862068965,2,14.89655172413793,-9.89655172413793
REP-0075,Disco de freno delantero para bus,5.0,2,alta,75000.0,,2026-06-17 22:26:47.320791,sistema de frenos,9.0,2,18.0,-13.0
REP-0034,Turbocompresor reparado,9.0,30,media,185000.0,,2026-06-17 22:26:48.731746,motor,0.0,2,0.0,9.0
REP-0163,Zapatas de freno traseras para auto liviano,25.0,3,alta,28000.0,,2026-06-17 22:26:50.174747,sistema de frenos,4.0,2,8.0,17.0
REP-0164,Zapatas de freno traseras para bus,25.0,3,alta,62000.0,,2026-06-17 22:26:51.592859,sistema de frenos,0.0,2,0.0,25.0
REP-0165,Zapatas de freno traseras para camioneta,23.0,3,alta,35000.0,,2026-06-17 22:26:53.019874,sistema de frenos,4.0,2,8.0,15.0
REP-0166,Zapatas de freno traseras para camión liviano,25.0,3,alta,50000.0,,2026-06-17 22:26:54.406537,sistema de frenos,4.0,2,8.0,17.0
REP-0167,Zapatas de freno traseras para camión pesado,23.0,3,alta,84000.0,,2026-06-17 22:26:55.762422,sistema de frenos,0.0,2,0.0,23.0
REP-0168,Zapatas de freno traseras para van,23.0,3,alta,38000.0,,2026-06-17 22:26:57.154267,sistema de frenos,4.0,2,8.0,15.0
REP-0195,Correa de distribución para camioneta,5.0,2,alta,15000.0,,2026-06-17 22:26:58.579862,motor,4.8,2,9.6,-4.6
REP-0196,Correa de distribución para camión liviano,5.0,2,alta,22000.0,,2026-06-17 22:26:59.984415,motor,4.190476190476191,2,8.380952380952381,-3.380952380952381
REP-0197,Correa de distribución para camión pesado,5.0,2,alta,36000.0,,2026-06-17 22:27:01.379958,motor,5.0,2,10.0,-5.0
REP-0198,Correa de distribución para van,5.0,2,alta,16000.0,,2026-06-17 22:27:02.778901,motor,4.64,2,9.28,-4.28
REP-0199,Empaquetadura de culata para auto liviano,16.0,60,alta,38000.0,,2026-06-17 22:27:04.148891,motor,4.0,2,8.0,8.0
REP-0200,Empaquetadura de culata para bus,16.0,60,alta,84000.0,,2026-06-17 22:27:05.536022,motor,0.0,2,0.0,16.0
REP-0201,Empaquetadura de culata para camioneta,5.0,60,alta,48000.0,,2026-06-17 22:27:06.898759,motor,0.0,2,0.0,5.0
REP-0202,Empaquetadura de culata para camión liviano,16.0,60,alta,68000.0,,2026-06-17 22:27:08.273409,motor,0.0,2,0.0,16.0
REP-0203,Empaquetadura de culata para camión pesado,5.0,60,alta,115000.0,,2026-06-17 22:27:09.633218,motor,0.0,2,0.0,5.0
REP-0204,Empaquetadura de culata para van,5.0,60,alta,51000.0,,2026-06-17 22:27:11.416784,motor,0.0,2,0.0,5.0
REP-0205,Filtro de aire para auto liviano,5.0,2,media,7000.0,,2026-06-17 22:27:12.813592,motor,10.518518518518519,2,21.037037037037038,-16.037037037037038
REP-0206,Filtro de aire para bus,5.0,2,media,15000.0,,2026-06-17 22:27:14.214529,motor,9.714285714285714,2,19.428571428571427,-14.428571428571429
REP-0207,Filtro de aire para camioneta,5.0,2,media,9000.0,,2026-06-17 22:27:15.636555,motor,12.0,2,24.0,-19.0
REP-0217,Rodamiento auxiliar de correa de distribución para auto liviano,21.0,3,alta,18000.0,,2026-06-17 22:27:17.018648,motor,4.571428571428571,2,9.142857142857142,11.857142857142858
REP-0218,Rodamiento auxiliar de correa de distribución para bus,21.0,3,alta,40000.0,,2026-06-17 22:27:18.377616,motor,5.6,2,11.2,9.8
REP-0219,Rodamiento auxiliar de correa de distribución para camioneta,98.0,3,alta,22000.0,,2026-06-17 22:27:19.752283,motor,4.6,2,9.2,88.8
REP-0226,Soporte de motor derecho para camión liviano,5.0,4,media,81000.0,,2026-06-17 22:27:21.156706,motor,0.0,2,0.0,5.0
REP-0227,Soporte de motor derecho para camión pesado,5.0,4,media,135000.0,,2026-06-17 22:27:22.551850,motor,0.0,2,0.0,5.0
REP-0228,Soporte de motor derecho para van,5.0,4,media,61000.0,,2026-06-17 22:27:23.921605,motor,0.0,2,0.0,5.0
REP-0229,Soporte de motor izquierdo para auto liviano,5.0,4,media,45000.0,,2026-06-17 22:27:25.873689,motor,0.0,2,0.0,5.0
REP-0230,Soporte de motor izquierdo para camioneta,5.0,4,media,56000.0,,2026-06-17 22:27:27.229615,motor,0.0,2,0.0,5.0
REP-0231,Tensor de correa de accesorios para auto liviano,60.0,3,media,28000.0,,2026-06-17 22:27:28.620668,motor,4.285714285714286,2,8.571428571428571,51.42857142857143
REP-0232,Tensor de correa de accesorios para bus,60.0,3,media,62000.0,,2026-06-17 22:27:30.015834,motor,0.0,2,0.0,60.0
REP-0233,Tensor de correa de accesorios para camioneta,60.0,3,media,35000.0,,2026-06-17 22:27:31.384858,motor,5.090909090909091,2,10.181818181818182,49.81818181818182
REP-0234,Tensor de correa de accesorios para camión liviano,60.0,3,media,50000.0,,2026-06-17 22:27:32.786217,motor,5.0,2,10.0,50.0
REP-0235,Tensor de correa de accesorios para camión pesado,60.0,3,media,84000.0,,2026-06-17 22:27:34.178679,motor,0.0,2,0.0,60.0
REP-0236,Tensor de correa de accesorios para van,60.0,3,media,38000.0,,2026-06-17 22:27:35.585935,motor,5.0,2,10.0,50.0
REP-0237,Tensor de correa de distribución para auto liviano,60.0,3,alta,16000.0,,2026-06-17 22:27:36.978995,motor,4.461538461538462,2,8.923076923076923,51.07692307692308
REP-0238,Tensor de correa de distribución para bus,60.0,3,alta,35000.0,,2026-06-17 22:27:38.333874,motor,4.0,2,8.0,52.0
REP-0239,Tensor de correa de distribución para camioneta,60.0,3,alta,20000.0,,2026-06-17 22:27:39.718495,motor,4.75,2,9.5,50.5
REP-0240,Tensor de correa de distribución para camión liviano,60.0,3,alta,29000.0,,2026-06-17 22:27:41.135656,motor,5.090909090909091,2,10.181818181818182,49.81818181818182
REP-0241,Tensor de correa de distribución para camión pesado,60.0,3,alta,48000.0,,2026-06-17 22:27:42.484139,motor,5.0,2,10.0,50.0
REP-0242,Tensor de correa de distribución para van,60.0,3,alta,22000.0,,2026-06-17 22:27:43.837761,motor,4.421052631578948,2,8.842105263157896,51.1578947368421
REP-0243,Válvula PCV para auto liviano,55.0,3,media,12000.0,,2026-06-17 22:27:45.211288,motor,5.333333333333333,2,10.666666666666666,44.333333333333336
REP-0244,Válvula PCV para bus,55.0,3,media,26000.0,,2026-06-17 22:27:46.580653,motor,4.0,2,8.0,47.0
REP-0245,Válvula PCV para camioneta,55.0,3,media,15000.0,,2026-06-17 22:27:47.926308,motor,4.4,2,8.8,46.2
REP-0246,Válvula PCV para camión liviano,55.0,3,media,22000.0,,2026-06-17 22:27:49.334136,motor,4.0,2,8.0,47.0
REP-0247,Válvula PCV para camión pesado,55.0,3,media,36000.0,,2026-06-17 22:27:50.712176,motor,4.0,2,8.0,47.0
REP-0248,Válvula PCV para van,55.0,3,media,16000.0,,2026-06-17 22:27:52.083297,motor,4.666666666666667,2,9.333333333333334,45.666666666666664
REP-0249,Bomba de agua para auto liviano,5.0,2,alta,24000.0,,2026-06-17 22:27:53.476440,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0250,Bomba de agua para bus,5.0,2,alta,53000.0,,2026-06-17 22:27:54.872239,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0251,Bomba de agua para camioneta,5.0,2,alta,30000.0,,2026-06-17 22:27:56.251737,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0252,Bomba de agua para camión liviano,5.0,2,alta,43000.0,,2026-06-17 22:27:57.594355,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0253,Bomba de agua para camión pesado,5.0,2,alta,72000.0,,2026-06-17 22:27:58.957858,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0254,Bomba de agua para van,5.0,2,alta,32000.0,,2026-06-17 22:28:00.362858,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0255,Depósito de refrigerante para auto liviano,5.0,4,media,22000.0,,2026-06-17 22:28:01.762219,sistema de enfriamiento,12.666666666666666,1,12.666666666666666,-7.666666666666667
REP-0256,Depósito de refrigerante para bus,5.0,4,media,48000.0,,2026-06-17 22:28:03.136088,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0257,Depósito de refrigerante para camioneta,5.0,4,media,28000.0,,2026-06-17 22:28:04.524244,sistema de enfriamiento,14.666666666666666,1,14.666666666666666,-9.666666666666666
REP-0258,Depósito de refrigerante para camión liviano,5.0,4,media,40000.0,,2026-06-17 22:28:05.901928,sistema de enfriamiento,13.333333333333334,1,13.333333333333334,-8.333333333333334
REP-0259,Depósito de refrigerante para camión pesado,5.0,4,media,66000.0,,2026-06-17 22:28:07.291713,sistema de enfriamiento,0.0,1,0.0,5.0
REP-0260,Depósito de refrigerante para van,5.0,4,media,30000.0,,2026-06-17 22:28:08.713952,sistema de enfriamiento,14.0,1,14.0,-9.0
REP-0261,Electroventilador de radiador para auto liviano,16.0,4,alta,70000.0,,2026-06-17 22:28:10.121232,sistema de enfriamiento,5.230769230769231,1,5.230769230769231,10.76923076923077
REP-0262,Electroventilador de radiador para bus,16.0,4,alta,155000.0,,2026-06-17 22:28:11.475411,sistema de enfriamiento,4.666666666666667,1,4.666666666666667,11.333333333333334
REP-0263,Electroventilador de radiador para camioneta,16.0,4,alta,88000.0,,2026-06-17 22:28:12.860029,sistema de enfriamiento,4.695652173913044,1,4.695652173913044,11.304347826086957
REP-0264,Electroventilador de radiador para camión liviano,16.0,4,alta,125000.0,,2026-06-17 22:28:14.256058,sistema de enfriamiento,4.75,1,4.75,11.25
REP-0265,Electroventilador de radiador para camión pesado,16.0,4,alta,210000.0,,2026-06-17 22:28:15.669476,sistema de enfriamiento,4.0,1,4.0,12.0
REP-0266,Electroventilador de radiador para van,16.0,4,alta,94000.0,,2026-06-17 22:28:17.069378,sistema de enfriamiento,4.8,1,4.8,11.2
REP-0267,Manguera inferior de radiador para auto liviano,5.0,3,alta,16000.0,,2026-06-17 22:28:18.455301,sistema de enfriamiento,4.2727272727272725,1,4.2727272727272725,0.7272727272727273
REP-0268,Manguera inferior de radiador para bus,5.0,3,alta,35000.0,,2026-06-17 22:28:19.871513,sistema de enfriamiento,4.8,1,4.8,0.2
REP-0269,Manguera inferior de radiador para camioneta,5.0,3,alta,20000.0,,2026-06-17 22:28:21.313971,sistema de enfriamiento,4.3428571428571425,1,4.3428571428571425,0.6571428571428571
REP-0270,Manguera inferior de radiador para camión liviano,5.0,3,alta,29000.0,,2026-06-17 22:28:22.732209,sistema de enfriamiento,4.827586206896552,1,4.827586206896552,0.1724137931034483
REP-0271,Manguera inferior de radiador para camión pesado,5.0,3,alta,48000.0,,2026-06-17 22:28:24.148665,sistema de enfriamiento,5.333333333333333,1,5.333333333333333,-0.3333333333333333
